kernel,db_name,framework,n,median_s,q1_s,q3_s,iqr_s,min_s,max_s,ci95_median_lo_s,ci95_median_hi_s,ci95_block_lo_s,ci95_block_hi_s,block_len,lag1_autocorr,drift_spearman,iqr_over_median,max_over_min,ci95_width_over_median,largest_gap_frac,range_over_median,n_outliers_3iqr,flags
azimint_hist,azimhist,numpy,50,0.014824785990640521,0.014692333992570639,0.015167119505349547,0.000474785512778908,0.014015932800248265,0.01591846300289035,0.014755300944671035,0.0149454390630126,0.01468979800119996,0.014991779407137067,6,0.8237561316635633,-0.7561584633853542,0.032026466559359375,1.1357405339877473,0.01282569060097103,0.2110972482363588,0.12833441264131748,0,autocorrelated(r1=+0.82);drift(rho=-0.76)
azimint_naive,azimnaiv,dace_cpu_autoopt,50,0.01022667856886983,0.009849456953816116,0.010556046210695058,0.0007065892568789423,0.009535450022667646,0.012406123103573918,0.01002151588909328,0.01039024197962135,0.010047643445432186,0.010438128956593573,6,0.0007848769362091414,-0.1904921968787515,0.06909274131581793,1.3010527111024772,0.03605531239150109,0.3556308729823811,0.28070434223332746,1,possible-multimodal;outliers=1
azimint_naive,azimnaiv,numpy,50,0.4913341279607266,0.4881426948704757,0.49967353977262974,0.011530844902154058,0.48342881514690816,0.7030441421084106,0.48951437894720584,0.49312354309950024,0.48831465758848935,0.49296194687485695,6,0.11018859793163403,-0.3584633853541417,0.02346843877915141,1.4542867948298945,0.007345641075807552,0.6542985779534584,0.4469775545065674,3,possible-multimodal;outliers=3;drift(rho=-0.36)
azimint_naive,azimnaiv,pluto,50,0.09211540152318776,0.09199150907807052,0.09239268850069493,0.0004011794226244092,0.09163336921483278,0.09282366721890867,0.09205533948261291,0.09225987570243888,0.09206557902507484,0.09228656394407153,6,0.32557484519996654,-0.0832172869147659,0.004355182911767717,1.0129897876098526,0.002220434546708036,0.17151429760160367,0.01292181312129717,0,autocorrelated(r1=+0.33)
cavity_flow,cavtflow,dace_cpu_autoopt,50,0.9355623115552589,0.9308959195041098,0.9422966448473744,0.01140072534326464,0.9243492549285293,0.9993265368975699,0.9331406770506874,0.9383538439869881,0.93214609939605,0.9405192490667105,6,0.5483798931280031,-0.17426170468187274,0.012185960467253449,1.0811135851186875,0.005572228457594061,0.25070139435831457,0.08014140912153675,4,possible-multimodal;outliers=4;autocorrelated(r1=+0.55)
cavity_flow,cavtflow,numpy,50,1.6128894474823028,1.6110854176222347,1.6156574702472426,0.004572052625007927,1.6053987289778888,1.7110281910281628,1.6116431360132992,1.6138594325166196,1.6111058570677415,1.6150340344756842,6,0.8371797556462721,0.011956782713085234,0.002834696843075535,1.065796403188587,0.0013741155705246527,0.26042047911888305,0.06549082593054352,8,possible-multimodal;outliers=8;autocorrelated(r1=+0.84)
cavity_flow,cavtflow,pluto,50,0.9707873110892251,0.9654625787516125,0.9760226549697109,0.010560076218098402,0.9530185870826244,0.9899275109637529,0.9671538439579308,0.9733143169432878,0.9665826309937984,0.9735097519587725,6,0.4208147049748516,0.4292436974789916,0.01087784738991899,1.0387284407475346,0.006345852397313459,0.1359965402035587,0.038019577985332904,0,autocorrelated(r1=+0.42);drift(rho=+0.43)
channel_flow,chanflow,dace_cpu_autoopt,50,2.4001506854547188,2.3804428388248198,2.421410307113547,0.040967468288727105,2.3474553539417684,2.51838911883533,2.389231684850529,2.412800000049174,2.385865187039599,2.4161147970007733,6,0.5084418456258482,-0.5555342136854742,0.017068706784534923,1.0728166201783285,0.00981951480857956,0.33712006537911554,0.07121793057804514,0,possible-multimodal;autocorrelated(r1=+0.51);drift(rho=-0.56)
channel_flow,chanflow,numpy,50,2.8623175289249048,2.829037497402169,2.869631573325023,0.040594075922854245,2.8010414699092507,3.0228684379253536,2.856765100033954,2.8660984605841806,2.8284897392150015,2.8695843985769898,6,0.8438027750576341,0.5086674669867948,0.014182240618881129,1.0791944604887587,0.0032607704966026115,0.17102856081322865,0.07749907750431231,2,outliers=2;autocorrelated(r1=+0.84);drift(rho=+0.51)
channel_flow,chanflow,pluto,50,0.985812795930542,0.9781470663147047,0.9917964427149855,0.013649376400280744,0.9664047479163855,1.1191483729053289,0.98184037883766,0.9887132134754211,0.9809337686747313,0.9905177315231413,6,0.32557778038946245,0.478031212484994,0.013845809728404504,1.1580534711964794,0.006971744195381046,0.5133257442567993,0.154941816153607,2,possible-multimodal;outliers=2;autocorrelated(r1=+0.33);drift(rho=+0.48)
cholesky2,cholesky2,dace_cpu_autoopt,50,0.013186469441279769,0.01311123208142817,0.0133001470239833,0.00018891494255512953,0.013032985152676702,0.015003266977146268,0.013144150492735207,0.013225716422311962,0.013139734975993633,0.013236564467661083,6,0.2615101929217513,0.03490996398559424,0.014326423262601138,1.1511765571270456,0.006185577567973984,0.641352417830811,0.14941693326203523,2,possible-multimodal;outliers=2
cholesky2,cholesky2,numpy,50,0.021810672827996314,0.02164906298276037,0.02201425126986578,0.0003651882871054113,0.021359279984608293,0.02317115687765181,0.02173163602128625,0.021932957926765084,0.021758835529908538,0.0218685120344162,6,0.3303028329952851,-0.268859543817527,0.016743558989920446,1.0848285566905427,0.009230430765089332,0.23493976832547928,0.08307294815397817,1,outliers=1;autocorrelated(r1=+0.33)
cholesky2,cholesky2,pluto,50,0.04655315703712404,0.04644062463194132,0.04674534220248461,0.0003047175705432892,0.046288141049444675,0.0471549928188324,0.04648963897489011,0.046635617967695,0.0464693030808121,0.04673871910199523,6,0.4230110137866526,-0.31054021608643456,0.0065455833704315845,1.0187272970945573,0.003135748509783628,0.2601689452338105,0.018620687071694127,0,autocorrelated(r1=+0.42)
compute,clipping,dace_cpu_autoopt,50,0.09018314350396395,0.05296877579530701,0.09373406105441973,0.040765285259112716,0.05070321401581168,0.11724477610550821,0.056546523002907634,0.0909941588761285,0.07571098441258073,0.0909941588761285,6,-0.7090356960711531,-0.2225690276110444,0.4520277701045196,2.3123736508882,0.3819742197354956,0.3431978044116858,0.7378492199794714,0,wide-IQR;wide-range;wide-CI;possible-multimodal;autocorrelated(r1=-0.71)
compute,clipping,numpy,50,0.43605720391497016,0.432723919802811,0.4376744239125401,0.004950504109729081,0.431848461041227,1.1087010288611054,0.43352805403992534,0.4370337965665385,0.4327371675753966,0.4374898460227996,6,-0.013442039557286619,0.057478991596638655,0.011352877707977082,2.567338149562751,0.008039639054551167,0.9612066287420165,1.5522104938137031,3,wide-range;possible-multimodal;outliers=3
compute,clipping,pluto,50,0.09150306892115623,0.08776350214611739,0.09721731609897688,0.009453813952859491,0.0846618500072509,0.14232821599580348,0.08898583706468344,0.09510394488461316,0.08870695100631565,0.09588462393730879,6,0.12454187674453505,-0.45018007202881155,0.10331690580788483,1.6811375605850063,0.0668623237675383,0.616894324273687,0.6302123706718612,1,wide-IQR;wide-CI;possible-multimodal;outliers=1;drift(rho=-0.45)
contour_integral,coninteg,dace_cpu_autoopt,50,0.2137706319335848,0.21275243698619306,0.21530485444236547,0.0025524174561724067,0.21093442291021347,0.2698009149171412,0.21335185994394124,0.21452229155693203,0.21335185994394124,0.21430930553469807,6,-0.05688336788333031,0.04547418967587035,0.01193998180706788,1.2790748479776812,0.00547517496862914,0.6545270768827287,0.2753722130793749,3,possible-multimodal;outliers=3
contour_integral,coninteg,numpy,50,0.49197623564396054,0.48528953845379874,0.502779878966976,0.017490340513177216,0.478929694974795,0.5314314609859139,0.49084585590753704,0.4957323386333883,0.48279344313777983,0.49611231009475887,6,0.35442682853947904,-0.24033613445378152,0.0355511897648545,1.1096231170503679,0.00993235520706644,0.1314894059323288,0.1067160610764013,0,autocorrelated(r1=+0.35)
contour_integral,coninteg,pluto,50,12.651953611057252,12.496063771715853,12.866850881488062,0.3707871097722091,12.074959992896765,14.077347341924906,12.566621505189687,12.797231781994924,12.561238253954798,12.727921456098557,6,-0.01269677160260958,-0.19884753901560626,0.029306707973396094,1.1658297294737265,0.018227246470750073,0.12935945237174087,0.15826704796626362,2,outliers=2
conv2d_bias,conv2d,dace_cpu_autoopt,50,0.19926197559107095,0.19906075776088983,0.19941509095951915,0.00035433319862931967,0.19880938110873103,0.22371071996167302,0.1991516430862248,0.19935704511590302,0.19912778795696795,0.1993251455714926,6,0.08137532743723856,-0.020696278511404563,0.001778227871013829,1.1252523332353375,0.0010308139777744415,0.5906095698384998,0.12496784084909893,4,possible-multimodal;outliers=4
conv2d_bias,conv2d,numpy,50,7.585419840877876,7.57287182303844,7.601393609831575,0.028521786793135107,7.553069323068485,7.978996240068227,7.5779267540201545,7.592932845000178,7.574987263884395,7.598811945877969,6,0.7662309144473595,-0.46036014405762304,0.0037600801790074975,1.0563912363016292,0.001978280872359263,0.42411485609767924,0.05615073732694656,4,possible-multimodal;outliers=4;autocorrelated(r1=+0.77);drift(rho=-0.46)
covariance,covarian,dace_cpu_autoopt,50,0.037222774466499686,0.037146368878893554,0.037312284286599606,0.00016591540770605206,0.03697015903890133,0.0387298169080168,0.03719248785637319,0.03726613335311413,0.03720159153454006,0.037260390003211796,6,-0.023356888153966363,-0.18453781512605041,0.0044573627324684005,1.0475967081251638,0.0019785063794000046,0.42725188030760264,0.04727368914155379,3,possible-multimodal;outliers=3
covariance,covarian,numpy,50,0.028033128939568996,0.027970075025223196,0.02813945326488465,0.00016937823966145515,0.027702500112354755,0.028988474048674107,0.02799276204314083,0.02809328760486096,0.0279832745436579,0.02807999204378575,6,0.07024565583791988,0.09608643457382954,0.006042074005601863,1.0464208620559063,0.0035859558145234427,0.5024884053058942,0.04587336430020083,1,possible-multimodal;outliers=1
covariance,covarian,pluto,50,0.009754806058481336,0.009718382905703038,0.009812236065044999,9.385315934196115e-05,0.009552141185849905,0.010383537039160728,0.0097319264896214,0.00978323700837791,0.009741366375237703,0.00978515692986548,6,0.12844657866746242,0.18789915966386556,0.009621222480416238,1.0870376428839237,0.005260024489353819,0.44969555995292954,0.08522935754196412,1,possible-multimodal;outliers=1
covariance2,covarian2,dace_cpu_autoopt,50,0.040365321561694145,0.039686509291641414,0.041682177456095815,0.0019956681644544005,0.03772492008283734,0.04241537186317146,0.03998430853243917,0.04117972799576819,0.04009916842915118,0.04078430053777993,6,-0.6472813577956813,-0.04883553421368547,0.04944016515275945,1.1243329812239418,0.029615011526712212,0.1017728817343686,0.11620003505150463,0,autocorrelated(r1=-0.65)
covariance2,covarian2,numpy,50,0.005534958094358444,0.0054883830598555505,0.005590556073002517,0.0001021730131469667,0.005434385035187006,0.006514413980767131,0.0055001749424263835,0.005562556907534599,0.005495919496752322,0.005582091864198446,6,0.32820927164517,-0.6946938775510204,0.01845958206099292,1.1987398645085072,0.011270539730336745,0.6539464059780684,0.19512865809787325,1,possible-multimodal;outliers=1;autocorrelated(r1=+0.33);drift(rho=-0.69)
covariance2,covarian2,pluto,50,0.009473886922933161,0.00943566398927942,0.009529732924420387,9.406893514096737e-05,0.00927058095112443,0.009622250217944384,0.009447087999433279,0.009496846003457904,0.009447087999433279,0.009492781944572926,6,-0.12372186978081684,0.04509003601440576,0.009929286248209006,1.0379338974195895,0.005252121376304068,0.28571485320522666,0.0371198505619355,0,possible-multimodal
crc16,crc16,dace_cpu_autoopt,50,0.012370829936116934,0.012354742269963026,0.012387869297526777,3.3127027563750744e-05,0.012334271101281047,0.012600759044289589,0.012363598449155688,0.012376749538816512,0.012362766079604626,0.01237452554050833,6,0.14137026190045837,-0.42559423769507804,0.002677833882998876,1.0216054877357823,0.0010630725447472544,0.38112038107320123,0.02154163822352162,3,possible-multimodal;outliers=3;drift(rho=-0.43)
crc16,crc16,numpy,50,1.4135226189391688,1.413080309634097,1.4142702390090562,0.0011899293749593198,1.4116889771539718,1.4567653120029718,1.4132811499293894,1.4136398829286918,1.4131428070832044,1.4136091158725321,6,0.3482938786989492,-0.3083313325330132,0.0008418184180542842,1.0319307833230205,0.000253786529126553,0.5796311611078152,0.03188936225359394,6,possible-multimodal;outliers=6;autocorrelated(r1=+0.35)
crc16,crc16,pluto,50,0.008416116354055703,0.008396397868636996,0.008433140639681369,3.674277104437351e-05,0.008358197985216975,0.00846849917434156,0.008401012979447842,0.008427668130025268,0.008402293431572616,0.008427301072515547,6,0.11973561205493881,0.21603841536614646,0.004365763197495157,1.0131967667336514,0.003167155663738051,0.22917423059061934,0.0131059486922885,0,
doitgen,doitgen,dace_cpu_autoopt,50,0.005129004130139947,0.005020326876547188,0.005206914036534727,0.00018658715998753905,0.004725782899186015,0.00539552397094667,0.005058093927800655,0.005177481798455119,0.005103356554172933,0.005169994430616498,6,-0.5480805712079702,-0.044513805522208884,0.036378828180520094,1.1417206600574084,0.023277008094592083,0.37549000248912223,0.1305791640574055,0,possible-multimodal;autocorrelated(r1=-0.55)
doitgen,doitgen,numpy,50,0.2386474550003186,0.2379181106807664,0.24786613596370444,0.009948025282938033,0.2373486168216914,0.26136951078660786,0.2384449818637222,0.24707492883317173,0.238059185561724,0.2477651471272111,6,0.7346508503617165,-0.7406002400960384,0.04168502564975919,1.101205114597159,0.03616190656396482,0.3099295937419313,0.10065430601338028,0,possible-multimodal;autocorrelated(r1=+0.73);drift(rho=-0.74)
doitgen,doitgen,pluto,50,1.6183997605694458,1.6096029545878991,1.6338077081018128,0.0242047535139136,1.5927373350132257,1.6809498991351575,1.6127064551692456,1.6272916045272723,1.6126562326680869,1.6262343265116215,6,-0.0508656223140785,-0.26540216086434576,0.01495597942092934,1.0553842508634352,0.009012080768533229,0.28745531073583486,0.05450604125824485,0,possible-multimodal
gesummv,gesummv,dace_cpu_autoopt,50,0.01926532806828618,0.018461327941622585,0.02009583846665919,0.0016345105250366032,0.018033770844340324,0.021748181898146868,0.01854754495434463,0.019994778442196548,0.019201826071366668,0.019299503066577017,6,-0.880832572052911,-0.09963985594237695,0.08484208102987198,1.2059697378805423,0.07512114419864441,0.3367022969705153,0.19280289651132698,0,wide-CI;possible-multimodal;autocorrelated(r1=-0.88)
gesummv,gesummv,numpy,50,0.19726449495647103,0.19474979146616533,0.19833382102660835,0.003584029560443014,0.18593609193339944,0.573121190071106,0.19676606298889965,0.1979216899489984,0.1962607989553362,0.1979709689039737,6,-0.056297594721552775,-0.43078031212484996,0.018168649970355166,3.0823557928516245,0.005858261317393926,0.9239169603190813,1.9627713452597941,3,wide-range;possible-multimodal;outliers=3;drift(rho=-0.43)
gesummv,gesummv,pluto,50,0.007368850521743298,0.007331435976084322,0.007483279274310917,0.00015184329822659492,0.007288948865607381,0.022539274068549275,0.007348642917349935,0.007447279989719391,0.007345138816162944,0.007396241533569992,6,-0.008775341629541883,-0.07716686674669868,0.02060610373063618,3.0922530098818437,0.013385679635976802,0.9772885497033511,2.069566366958143,1,wide-range;possible-multimodal;outliers=1
hdiff,hdiff,dace_cpu_autoopt,50,0.004447152954526246,0.004352491640020162,0.004541902046184987,0.00018941040616482496,0.00420618406496942,0.006595971994102001,0.004396514501422644,0.004500255105085671,0.004396609961986542,0.004488175036385655,6,-0.1671955606768639,-0.01935174069627851,0.04259138556771381,1.5681605683963227,0.023327419750076656,0.7882519404356618,0.5373747999155933,1,possible-multimodal;outliers=1
hdiff,hdiff,numpy,50,0.15258433995768428,0.1516559377196245,0.1532439744914882,0.001588036771863699,0.15066305687651038,0.15527689503505826,0.15197952697053552,0.15285628358833492,0.15213136258535087,0.15280759637244046,6,-0.22456575850436317,0.20422569027611046,0.01040759996932912,1.0306235533394863,0.005746045878905721,0.10828316752020711,0.030237953382551704,0,
hdiff,hdiff,pluto,50,0.023802796029485762,0.02372203877894208,0.023838435066863894,0.00011639628792181611,0.023535795975476503,0.024018372874706984,0.023770412895828485,0.023822732036933303,0.023784620920196176,0.023820923059247434,6,0.16189334244459025,0.20432172869147658,0.004890025851485261,1.0205039549005825,0.0021980250152127904,0.12519081833322718,0.02027395851448238,0,
jacobi_1d,jacobi1d,dace_cpu_autoopt,50,0.0817788679851219,0.0816487037227489,0.08190692029893398,0.00025821657618507743,0.08134308806620538,0.08592686080373824,0.08167603914625943,0.08183392195496708,0.08169715863186866,0.08182630594819784,6,0.08673685171176018,-0.20797118847539015,0.003157497560764169,1.0563511030439625,0.001930606434126457,0.3547438090848479,0.0560508215688041,5,possible-multimodal;outliers=5
jacobi_1d,jacobi1d,numpy,50,0.2578872329322621,0.25321299472125247,0.2615309450775385,0.008317950356286019,0.24827124504372478,0.2883407101035118,0.25416736979968846,0.25880120310466737,0.2525289135519415,0.2621802914654836,6,0.6329199263137143,0.04921968787515006,0.03225421538595845,1.1613939022730164,0.017968447884335752,0.2629770359446387,0.1553759160706954,1,possible-multimodal;outliers=1;autocorrelated(r1=+0.63)
jacobi_1d,jacobi1d,pluto,50,0.013996066991239786,0.004777817986905575,0.015119622461497784,0.010341804474592209,0.004559914115816355,0.017588701099157333,0.004962876904755831,0.014219915959984064,0.005756450002081692,0.014070464530959725,6,-0.7589239815824751,-0.01234093637454982,0.7389079004169672,3.8572439419746516,0.6614028827542955,0.5597586263207043,0.9308891556103416,0,wide-IQR;wide-range;wide-CI;possible-multimodal;autocorrelated(r1=-0.76)
lenet,lenet,dace_cpu_autoopt,50,0.004970689537003636,0.004934066906571388,0.005046343780122697,0.00011227687355130911,0.004799127113074064,0.005618303082883358,0.004946770146489143,0.0050177439115941525,0.004945410648360848,0.005002576974220574,6,-0.046370417401985026,0.14477791116446578,0.022587786405785126,1.1706927010909227,0.014278454644301225,0.3790626472643018,0.16480127429223798,2,possible-multimodal;outliers=2
lenet,lenet,numpy,50,1.4570028624730185,1.4479086340288632,1.4617232495802455,0.013814615551382303,1.433467119000852,1.488223230931908,1.4513686259742826,1.4586617579916492,1.4498992909211665,1.4586617579916492,6,0.06020124216382723,-0.02482593037214886,0.009481529451448232,1.0381983731647932,0.005005571509302129,0.27361418404987486,0.0375813344924501,0,possible-multimodal
mandelbrot1,mandel1,dace_cpu_autoopt,50,0.01132543315179646,0.01128734607482329,0.011384535057004541,9.718898218125105e-05,0.01120521198026836,0.024040297139436007,0.011305496911518276,0.01134354411624372,0.01129949597234372,0.011346199084073305,6,0.676878328609537,-0.3085234093637455,0.0085814803618204,2.1454567019141972,0.003359448086045981,0.8874117931902196,1.1332975072244122,4,wide-range;possible-multimodal;outliers=4;autocorrelated(r1=+0.68)
mandelbrot1,mandel1,numpy,50,0.8777564165648073,0.8767469124868512,0.8793138311011717,0.002566918614320457,0.8618179098702967,0.9048497788608074,0.8772189768496901,0.8786804350093007,0.8770254801493138,0.8791541471146047,6,0.07036480560316308,-0.20153661464585834,0.0029244088290078982,1.049931509310345,0.0016649928522655527,0.4260744710799621,0.04902484126395849,5,possible-multimodal;outliers=5
mandelbrot1,mandel1,pluto,50,0.07598005153704435,0.0719833881012164,0.08132870239205658,0.009345314290840179,0.057968694949522614,0.09892865689471364,0.0740350583801046,0.07801588997244835,0.07441400608513504,0.0779167894506827,6,-0.48536240477258735,-0.10108043217286915,0.12299694593236538,1.7065876156235313,0.052393115190279636,0.18904722138963906,0.5390883674936815,0,wide-IQR;wide-CI;autocorrelated(r1=-0.49)
mandelbrot2,mandel2,dace_cpu_autoopt,50,0.48749369592405856,0.4841943819774315,0.4908267172286287,0.006632335251197219,0.4777763420715928,0.6416340519208461,0.48582011088728905,0.4883738299831748,0.48505466140341014,0.4902967989910394,6,0.050669394620328205,-0.42876350540216085,0.013604966190640545,1.3429590279392694,0.0052384658863026,0.7229680743391205,0.336122725728086,2,possible-multimodal;outliers=2;drift(rho=-0.43)
mandelbrot2,mandel2,numpy,50,0.36550342850387096,0.3627688928390853,0.36937928036786616,0.006610387528780848,0.35912024206481874,0.3777503620367497,0.36368329520337284,0.3682955619879067,0.3632895154878497,0.36779895330837453,6,-0.06704601492277222,-0.4005282112845138,0.018085705942183353,1.0518771090841723,0.012618942600383872,0.17172331659279705,0.05097112234539183,0,drift(rho=-0.40)
mlp,mlp,dace_cpu_autoopt,50,0.009655964560806751,0.009214144491124898,0.010940967302303761,0.001726822811178863,0.008837219094857574,0.018402192974463105,0.009331173030659556,0.010120511054992676,0.00936941197142005,0.01002227293793112,6,-0.11103950920529991,0.16840336134453782,0.17883483315462664,2.08235110807329,0.08174616004050149,0.5737770880876312,0.9905767382814817,1,wide-IQR;wide-range;wide-CI;possible-multimodal;outliers=1
mlp,mlp,numpy,50,0.023657895042560995,0.021820530004333705,0.032833920675329864,0.01101339067099616,0.019233717117458582,0.11136396997608244,0.022392080165445805,0.02536203246563673,0.022668310557492077,0.025019803550094366,6,-0.08460282269133303,-0.007539015606242497,0.46552707462700565,5.790038883071467,0.12553747046590266,0.5594351506179777,3.8942709270152656,2,wide-IQR;wide-range;wide-CI;possible-multimodal;outliers=2
mlp,mlp,pluto,50,1.2925361033994704,1.2910198807367124,1.2945721747819334,0.0035522940452210605,1.2873003201093525,1.3313507430721074,1.2919626504881307,1.293685122509487,1.291644084500149,1.2936789151281118,6,0.08165905681175806,0.03145258103241297,0.002748313208333795,1.0342192278481008,0.0013326297167452342,0.2500559448872906,0.03408061318124803,6,possible-multimodal;outliers=6
nbody,nbody,dace_cpu_autoopt,50,0.07948566449340433,0.079307573789265,0.0797684644930996,0.0004608907038345933,0.0789967339951545,0.08067751908674836,0.07940093043725938,0.0796107011847198,0.07941856188699603,0.0796611001715064,6,0.26581286600146153,-0.47447779111644656,0.00579841291850605,1.021276640268406,0.002639101639237495,0.16635556275269545,0.021145763859511196,0,drift(rho=-0.47)
nbody,nbody,numpy,50,0.29784385254606605,0.2924410651321523,0.3014655044535175,0.009024439321365207,0.28888501902110875,0.3422169480472803,0.294836386948009,0.29888764303177595,0.29253053409047425,0.30181476497091353,6,0.49940711186086867,-0.8483553421368547,0.030299229761572607,1.184612996571742,0.013601946285395811,0.5866053153989993,0.17906002950966723,1,possible-multimodal;outliers=1;autocorrelated(r1=+0.50);drift(rho=-0.85)
nbody,nbody,pluto,50,0.19375193992163986,0.19294799014460295,0.19435192894889042,0.0014039388042874634,0.1912501798942685,0.19543353491462767,0.19338767952285707,0.19406842614989728,0.19350354804191738,0.1939877406693995,6,0.14337166160335915,0.19635054021608644,0.0072460632128652025,1.0218737311654917,0.003513495799399611,0.1535103100492209,0.02159129359969792,0,
go_fast,npgofast,dace_cpu_autoopt,50,0.08281755296047777,0.07929972349666059,0.08636650332482532,0.0070667798281647265,0.0724116510245949,0.11245904909446836,0.08084658486768603,0.08455256093293428,0.08084658486768603,0.08480967406649143,6,0.16560693884208122,-0.43903961584633855,0.08532949327224312,1.5530518570315597,0.044748678664978406,0.1860902936365402,0.48356171654799907,2,outliers=2;drift(rho=-0.44)
go_fast,npgofast,numpy,50,0.10861496650613844,0.1078047679620795,0.10905042348895222,0.0012456555268727243,0.10729449708014727,0.4803734580054879,0.10806123958900571,0.10879723308607936,0.10795578709803522,0.10884756606537849,6,-0.022952068905358614,0.09915966386554621,0.011468544040864987,4.477149071742763,0.00677617017938366,0.9856419380146834,3.4348761770713785,2,wide-range;possible-multimodal;outliers=2
go_fast,npgofast,pluto,50,0.07813095604069531,0.0758362936321646,0.08457714761607349,0.008740853983908892,0.07437661313451827,0.10688449395820498,0.07723882491700351,0.08132725290488452,0.0769391779700527,0.07976311084348708,6,0.0682690699290816,-0.037791116446578635,0.11187440198934887,1.4370712708427937,0.052327888906818255,0.252623291808923,0.41606915454553833,1,wide-IQR;wide-CI;possible-multimodal;outliers=1
