kernel,db_name,framework,n,median_s,q1_s,q3_s,iqr_s,min_s,max_s,ci95_median_lo_s,ci95_median_hi_s,ci95_block_lo_s,ci95_block_hi_s,block_len,lag1_autocorr,drift_spearman,iqr_over_median,max_over_min,ci95_width_over_median,largest_gap_frac,range_over_median,n_outliers_3iqr,flags
azimint_naive,azimnaiv,dace_cpu_autoopt,50,0.043676417553797364,0.03240348503459245,0.04891847202088684,0.01651498698629439,0.024190613068640232,0.06326007400639355,0.03851047181524336,0.04726676596328616,0.03813974792137742,0.04742484097369015,6,0.15327633701572146,0.013589435774309724,0.378121373300648,2.6150670025143534,0.2004810522121565,0.271777925821255,0.894520730543673,0,wide-IQR;wide-range;wide-CI;possible-multimodal
azimint_naive,azimnaiv,numpy,50,0.4913341279607266,0.4881426948704757,0.49967353977262974,0.011530844902154058,0.48342881514690816,0.7030441421084106,0.48951437894720584,0.49312354309950024,0.48831465758848935,0.49296194687485695,6,0.11018859793163403,-0.3584633853541417,0.02346843877915141,1.4542867948298945,0.007345641075807552,0.6542985779534584,0.4469775545065674,3,possible-multimodal;outliers=3;drift(rho=-0.36)
azimint_naive,azimnaiv,pluto,50,0.09211540152318776,0.09199150907807052,0.09239268850069493,0.0004011794226244092,0.09163336921483278,0.09282366721890867,0.09205533948261291,0.09225987570243888,0.09206557902507484,0.09228656394407153,6,0.32557484519996654,-0.0832172869147659,0.004355182911767717,1.0129897876098526,0.002220434546708036,0.17151429760160367,0.01292181312129717,0,autocorrelated(r1=+0.33)
cavity_flow,cavtflow,numpy,50,1.6128894474823028,1.6110854176222347,1.6156574702472426,0.004572052625007927,1.6053987289778888,1.7110281910281628,1.6116431360132992,1.6138594325166196,1.6111058570677415,1.6150340344756842,6,0.8371797556462721,0.011956782713085234,0.002834696843075535,1.065796403188587,0.0013741155705246527,0.26042047911888305,0.06549082593054352,8,possible-multimodal;outliers=8;autocorrelated(r1=+0.84)
cavity_flow,cavtflow,pluto,50,0.9707873110892251,0.9654625787516125,0.9760226549697109,0.010560076218098402,0.9530185870826244,0.9899275109637529,0.9671538439579308,0.9733143169432878,0.9665826309937984,0.9735097519587725,6,0.4208147049748516,0.4292436974789916,0.01087784738991899,1.0387284407475346,0.006345852397313459,0.1359965402035587,0.038019577985332904,0,autocorrelated(r1=+0.42);drift(rho=+0.43)
channel_flow,chanflow,dace_cpu_autoopt,50,3.2618352059507743,3.252690804656595,3.2889085353235714,0.03621773066697642,3.232964679133147,3.352811863878742,3.256830247119069,3.273678377037868,3.2573052884545177,3.273678377037868,6,0.10999677181951853,0.010420168067226891,0.01110348266549521,1.0370703662552012,0.005165230263031586,0.20955506021267187,0.03674225617742735,0,
channel_flow,chanflow,numpy,50,2.8623175289249048,2.829037497402169,2.869631573325023,0.040594075922854245,2.8010414699092507,3.0228684379253536,2.856765100033954,2.8660984605841806,2.8284897392150015,2.8695843985769898,6,0.8438027750576341,0.5086674669867948,0.014182240618881129,1.0791944604887587,0.0032607704966026115,0.17102856081322865,0.07749907750431231,2,outliers=2;autocorrelated(r1=+0.84);drift(rho=+0.51)
channel_flow,chanflow,pluto,50,0.985812795930542,0.9781470663147047,0.9917964427149855,0.013649376400280744,0.9664047479163855,1.1191483729053289,0.98184037883766,0.9887132134754211,0.9809337686747313,0.9905177315231413,6,0.32557778038946245,0.478031212484994,0.013845809728404504,1.1580534711964794,0.006971744195381046,0.5133257442567993,0.154941816153607,2,possible-multimodal;outliers=2;autocorrelated(r1=+0.33);drift(rho=+0.48)
cholesky2,cholesky2,dace_cpu_autoopt,50,0.0331290930043906,0.027793232758995146,0.04187711450504139,0.014083881746046245,0.024663269985467196,0.05847648507915437,0.029131909483112395,0.0381182279670611,0.029226995073258877,0.03652320709079504,6,-0.05986587699130375,-0.07985594237695078,0.42512125955816865,2.370994807809815,0.27125156981381143,0.12117191738902088,1.0206501907313283,0,wide-IQR;wide-range;wide-CI
cholesky2,cholesky2,numpy,50,0.021810672827996314,0.02164906298276037,0.02201425126986578,0.0003651882871054113,0.021359279984608293,0.02317115687765181,0.02173163602128625,0.021932957926765084,0.021758835529908538,0.0218685120344162,6,0.3303028329952851,-0.268859543817527,0.016743558989920446,1.0848285566905427,0.009230430765089332,0.23493976832547928,0.08307294815397817,1,outliers=1;autocorrelated(r1=+0.33)
cholesky2,cholesky2,pluto,50,0.04655315703712404,0.04644062463194132,0.04674534220248461,0.0003047175705432892,0.046288141049444675,0.0471549928188324,0.04648963897489011,0.046635617967695,0.0464693030808121,0.04673871910199523,6,0.4230110137866526,-0.31054021608643456,0.0065455833704315845,1.0187272970945573,0.003135748509783628,0.2601689452338105,0.018620687071694127,0,autocorrelated(r1=+0.42)
compute,clipping,dace_cpu_autoopt,50,0.06767140445299447,0.06579936092020944,0.06818316417047754,0.0023838032502681017,0.06245677196420729,0.0711568130645901,0.0672335468698293,0.06806311989203095,0.0671174549497664,0.06806606403551996,6,-0.02023724111690532,0.37834333733493397,0.03522615304849962,1.1392970021788609,0.012258841513742938,0.1984111283743959,0.12856303442654243,0,drift(rho=+0.38)
compute,clipping,numpy,50,0.43605720391497016,0.432723919802811,0.4376744239125401,0.004950504109729081,0.431848461041227,1.1087010288611054,0.43352805403992534,0.4370337965665385,0.4327371675753966,0.4374898460227996,6,-0.013442039557286619,0.057478991596638655,0.011352877707977082,2.567338149562751,0.008039639054551167,0.9612066287420165,1.5522104938137031,3,wide-range;possible-multimodal;outliers=3
compute,clipping,pluto,50,0.09150306892115623,0.08776350214611739,0.09721731609897688,0.009453813952859491,0.0846618500072509,0.14232821599580348,0.08898583706468344,0.09510394488461316,0.08870695100631565,0.09588462393730879,6,0.12454187674453505,-0.45018007202881155,0.10331690580788483,1.6811375605850063,0.0668623237675383,0.616894324273687,0.6302123706718612,1,wide-IQR;wide-CI;possible-multimodal;outliers=1;drift(rho=-0.45)
contour_integral,coninteg,dace_cpu_autoopt,50,0.22102903889026493,0.2200522618368268,0.22333878162316978,0.0032865197863429785,0.21663017012178898,0.287372849881649,0.22061146795749664,0.22180958883836865,0.22044396912679076,0.2218676353804767,6,-0.03637095908844554,0.20854741896758702,0.014869176479451863,1.3265596833538407,0.005420649191108533,0.36941321751809064,0.3200605681273487,5,possible-multimodal;outliers=5
contour_integral,coninteg,numpy,50,0.49197623564396054,0.48528953845379874,0.502779878966976,0.017490340513177216,0.478929694974795,0.5314314609859139,0.49084585590753704,0.4957323386333883,0.48279344313777983,0.49611231009475887,6,0.35442682853947904,-0.24033613445378152,0.0355511897648545,1.1096231170503679,0.00993235520706644,0.1314894059323288,0.1067160610764013,0,autocorrelated(r1=+0.35)
contour_integral,coninteg,pluto,50,12.651953611057252,12.496063771715853,12.866850881488062,0.3707871097722091,12.074959992896765,14.077347341924906,12.566621505189687,12.797231781994924,12.561238253954798,12.727921456098557,6,-0.01269677160260958,-0.19884753901560626,0.029306707973396094,1.1658297294737265,0.018227246470750073,0.12935945237174087,0.15826704796626362,2,outliers=2
conv2d_bias,conv2d,dace_cpu_autoopt,50,32.62301004549954,32.35157768300269,33.078466551261954,0.726888868259266,26.493370059877634,34.79342548502609,32.477312966482714,32.81383636407554,32.50088032754138,32.832307578995824,6,0.5859972308608425,-0.13699879951980792,0.022281477621024823,1.3132880190926828,0.010315522605776601,0.3931017613711718,0.2544233476179026,3,possible-multimodal;outliers=3;autocorrelated(r1=+0.59)
conv2d_bias,conv2d,numpy,50,7.585419840877876,7.57287182303844,7.601393609831575,0.028521786793135107,7.553069323068485,7.978996240068227,7.5779267540201545,7.592932845000178,7.574987263884395,7.598811945877969,6,0.7662309144473595,-0.46036014405762304,0.0037600801790074975,1.0563912363016292,0.001978280872359263,0.42411485609767924,0.05615073732694656,4,possible-multimodal;outliers=4;autocorrelated(r1=+0.77);drift(rho=-0.46)
covariance,covarian,dace_cpu_autoopt,50,0.0617512270109728,0.061692036979366094,0.06182251323480159,0.00013047625543549657,0.061558946035802364,0.06265961402095854,0.061711261048913,0.06177106685936451,0.061709356610663235,0.061769370920956135,6,0.13482687036335614,-0.39380552220888354,0.0021129338112149862,1.0178799030203673,0.0009684959043952351,0.36343303930567195,0.017824228577038588,2,outliers=2;drift(rho=-0.39)
covariance,covarian,numpy,50,0.028033128939568996,0.027970075025223196,0.02813945326488465,0.00016937823966145515,0.027702500112354755,0.028988474048674107,0.02799276204314083,0.02809328760486096,0.0279832745436579,0.02807999204378575,6,0.07024565583791988,0.09608643457382954,0.006042074005601863,1.0464208620559063,0.0035859558145234427,0.5024884053058942,0.04587336430020083,1,possible-multimodal;outliers=1
covariance,covarian,pluto,50,0.009754806058481336,0.009718382905703038,0.009812236065044999,9.385315934196115e-05,0.009552141185849905,0.010383537039160728,0.0097319264896214,0.00978323700837791,0.009741366375237703,0.00978515692986548,6,0.12844657866746242,0.18789915966386556,0.009621222480416238,1.0870376428839237,0.005260024489353819,0.44969555995292954,0.08522935754196412,1,possible-multimodal;outliers=1
covariance2,covarian2,numpy,50,0.005534958094358444,0.0054883830598555505,0.005590556073002517,0.0001021730131469667,0.005434385035187006,0.006514413980767131,0.0055001749424263835,0.005562556907534599,0.005495919496752322,0.005582091864198446,6,0.32820927164517,-0.6946938775510204,0.01845958206099292,1.1987398645085072,0.011270539730336745,0.6539464059780684,0.19512865809787325,1,possible-multimodal;outliers=1;autocorrelated(r1=+0.33);drift(rho=-0.69)
covariance2,covarian2,pluto,50,0.009473886922933161,0.00943566398927942,0.009529732924420387,9.406893514096737e-05,0.00927058095112443,0.009622250217944384,0.009447087999433279,0.009496846003457904,0.009447087999433279,0.009492781944572926,6,-0.12372186978081684,0.04509003601440576,0.009929286248209006,1.0379338974195895,0.005252121376304068,0.28571485320522666,0.0371198505619355,0,possible-multimodal
crc16,crc16,dace_cpu_autoopt,50,0.012459988472983241,0.012438724981620908,0.012489891902077943,5.11669204570353e-05,0.012413013959303498,0.014365016017109156,0.012446741107851267,0.01247160485945642,0.012446421082131565,0.01247160485945642,6,-0.03455676863205394,-0.23188475390156063,0.004106498217713409,1.1572544801935585,0.001995487528665431,0.9109048001588781,0.1566616262958948,1,possible-multimodal;outliers=1
crc16,crc16,numpy,50,1.4135226189391688,1.413080309634097,1.4142702390090562,0.0011899293749593198,1.4116889771539718,1.4567653120029718,1.4132811499293894,1.4136398829286918,1.4131428070832044,1.4136091158725321,6,0.3482938786989492,-0.3083313325330132,0.0008418184180542842,1.0319307833230205,0.000253786529126553,0.5796311611078152,0.03188936225359394,6,possible-multimodal;outliers=6;autocorrelated(r1=+0.35)
crc16,crc16,pluto,50,0.008416116354055703,0.008396397868636996,0.008433140639681369,3.674277104437351e-05,0.008358197985216975,0.00846849917434156,0.008401012979447842,0.008427668130025268,0.008402293431572616,0.008427301072515547,6,0.11973561205493881,0.21603841536614646,0.004365763197495157,1.0131967667336514,0.003167155663738051,0.22917423059061934,0.0131059486922885,0,
doitgen,doitgen,dace_cpu_autoopt,50,0.15053984394762665,0.14047709241276607,0.17932530876714736,0.03884821635438129,0.1038007689639926,0.24789740215055645,0.14508504490368068,0.16643887013196945,0.14672694192267954,0.16660689492709935,6,0.01040580843875872,-0.15399759903961585,0.2580593637914008,2.388203908552445,0.14184832844464645,0.1888863582125432,0.9571992995867299,0,wide-IQR;wide-range;wide-CI
doitgen,doitgen,numpy,50,0.2386474550003186,0.2379181106807664,0.24786613596370444,0.009948025282938033,0.2373486168216914,0.26136951078660786,0.2384449818637222,0.24707492883317173,0.238059185561724,0.2477651471272111,6,0.7346508503617165,-0.7406002400960384,0.04168502564975919,1.101205114597159,0.03616190656396482,0.3099295937419313,0.10065430601338028,0,possible-multimodal;autocorrelated(r1=+0.73);drift(rho=-0.74)
doitgen,doitgen,pluto,50,1.6183997605694458,1.6096029545878991,1.6338077081018128,0.0242047535139136,1.5927373350132257,1.6809498991351575,1.6127064551692456,1.6272916045272723,1.6126562326680869,1.6262343265116215,6,-0.0508656223140785,-0.26540216086434576,0.01495597942092934,1.0553842508634352,0.009012080768533229,0.28745531073583486,0.05450604125824485,0,possible-multimodal
gesummv,gesummv,dace_cpu_autoopt,50,0.03682574164122343,0.031633805483579636,0.0400456705247052,0.008411865041125566,0.02530344109982252,0.04362211492843926,0.03442925959825516,0.03887204406782985,0.035117461113259196,0.03887204406782985,6,0.12594023132310478,0.00148859543817527,0.22842350666223013,1.7239597869850685,0.12064344861968382,0.07447106154882607,0.497442088392606,0,wide-IQR;wide-CI
gesummv,gesummv,numpy,50,0.19726449495647103,0.19474979146616533,0.19833382102660835,0.003584029560443014,0.18593609193339944,0.573121190071106,0.19676606298889965,0.1979216899489984,0.1962607989553362,0.1979709689039737,6,-0.056297594721552775,-0.43078031212484996,0.018168649970355166,3.0823557928516245,0.005858261317393926,0.9239169603190813,1.9627713452597941,3,wide-range;possible-multimodal;outliers=3;drift(rho=-0.43)
gesummv,gesummv,pluto,50,0.007368850521743298,0.007331435976084322,0.007483279274310917,0.00015184329822659492,0.007288948865607381,0.022539274068549275,0.007348642917349935,0.007447279989719391,0.007345138816162944,0.007396241533569992,6,-0.008775341629541883,-0.07716686674669868,0.02060610373063618,3.0922530098818437,0.013385679635976802,0.9772885497033511,2.069566366958143,1,wide-range;possible-multimodal;outliers=1
hdiff,hdiff,dace_cpu_autoopt,50,0.011134223081171513,0.006549247424118221,0.014846224861685187,0.008296977437566966,0.004999233176931739,0.02026988402940333,0.008829094935208559,0.012699821032583714,0.008804104058071971,0.013597024488262832,6,-0.08035078018216975,0.00936374549819928,0.7451779416560765,4.054598637834272,0.3476422260589274,0.12062281418012663,1.371505738760971,0,wide-IQR;wide-range;wide-CI
hdiff,hdiff,numpy,50,0.15258433995768428,0.1516559377196245,0.1532439744914882,0.001588036771863699,0.15066305687651038,0.15527689503505826,0.15197952697053552,0.15285628358833492,0.15213136258535087,0.15280759637244046,6,-0.22456575850436317,0.20422569027611046,0.01040759996932912,1.0306235533394863,0.005746045878905721,0.10828316752020711,0.030237953382551704,0,
hdiff,hdiff,pluto,50,0.023802796029485762,0.02372203877894208,0.023838435066863894,0.00011639628792181611,0.023535795975476503,0.024018372874706984,0.023770412895828485,0.023822732036933303,0.023784620920196176,0.023820923059247434,6,0.16189334244459025,0.20432172869147658,0.004890025851485261,1.0205039549005825,0.0021980250152127904,0.12519081833322718,0.02027395851448238,0,
jacobi_1d,jacobi1d,dace_cpu_autoopt,50,0.3763133129104972,0.3450157402548939,0.42341791494982317,0.07840217469492927,0.29363445891067386,0.5699808651115745,0.35780920239631087,0.4106118775671348,0.35824182897340506,0.4106118775671348,6,-0.18084393421487013,0.08773109243697479,0.20834281436537044,1.941123896786813,0.14031572458182628,0.1426508151166458,0.7343519262275667,0,wide-IQR;wide-CI
jacobi_1d,jacobi1d,numpy,50,0.2578872329322621,0.25321299472125247,0.2615309450775385,0.008317950356286019,0.24827124504372478,0.2883407101035118,0.25416736979968846,0.25880120310466737,0.2525289135519415,0.2621802914654836,6,0.6329199263137143,0.04921968787515006,0.03225421538595845,1.1613939022730164,0.017968447884335752,0.2629770359446387,0.1553759160706954,1,possible-multimodal;outliers=1;autocorrelated(r1=+0.63)
jacobi_1d,jacobi1d,pluto,50,0.013996066991239786,0.004777817986905575,0.015119622461497784,0.010341804474592209,0.004559914115816355,0.017588701099157333,0.004962876904755831,0.014219915959984064,0.005756450002081692,0.014070464530959725,6,-0.7589239815824751,-0.01234093637454982,0.7389079004169672,3.8572439419746516,0.6614028827542955,0.5597586263207043,0.9308891556103416,0,wide-IQR;wide-range;wide-CI;possible-multimodal;autocorrelated(r1=-0.76)
lenet,lenet,dace_cpu_autoopt,50,3.6081255323952064,3.6032085100305267,3.6157613664399832,0.012552856409456581,3.5959219178184867,3.632467507151887,3.605008093523793,3.6126546900486574,3.6051928885281086,3.6119496633764356,6,0.029751737750771945,-0.07265306122448979,0.003479052016553186,1.0101630653191633,0.002119271199466373,0.1282366736262868,0.010128691201367328,0,
lenet,lenet,numpy,50,1.4570028624730185,1.4479086340288632,1.4617232495802455,0.013814615551382303,1.433467119000852,1.488223230931908,1.4513686259742826,1.4586617579916492,1.4498992909211665,1.4586617579916492,6,0.06020124216382723,-0.02482593037214886,0.009481529451448232,1.0381983731647932,0.005005571509302129,0.27361418404987486,0.0375813344924501,0,possible-multimodal
mandelbrot1,mandel1,dace_cpu_autoopt,50,0.06582201458513737,0.05296166014159098,0.07917125924723223,0.026209599105641246,0.012192151974886656,0.1391347348690033,0.06114912556950003,0.07273024204187095,0.06119809998199344,0.06916862819343805,6,-0.24901137000776313,-0.04768307322929172,0.3981889535109942,11.411827473574185,0.17594594369929756,0.13115354752600172,1.9285733457751126,0,wide-IQR;wide-range;wide-CI
mandelbrot1,mandel1,numpy,50,0.8777564165648073,0.8767469124868512,0.8793138311011717,0.002566918614320457,0.8618179098702967,0.9048497788608074,0.8772189768496901,0.8786804350093007,0.8770254801493138,0.8791541471146047,6,0.07036480560316308,-0.20153661464585834,0.0029244088290078982,1.049931509310345,0.0016649928522655527,0.4260744710799621,0.04902484126395849,5,possible-multimodal;outliers=5
mandelbrot1,mandel1,pluto,50,0.07598005153704435,0.0719833881012164,0.08132870239205658,0.009345314290840179,0.057968694949522614,0.09892865689471364,0.0740350583801046,0.07801588997244835,0.07441400608513504,0.0779167894506827,6,-0.48536240477258735,-0.10108043217286915,0.12299694593236538,1.7065876156235313,0.052393115190279636,0.18904722138963906,0.5390883674936815,0,wide-IQR;wide-CI;autocorrelated(r1=-0.49)
mandelbrot2,mandel2,dace_cpu_autoopt,50,0.5949882215354592,0.5897961399750784,0.6022188930073753,0.012422753032296896,0.5803374289534986,0.6311431219801307,0.5923502580262721,0.5980431949719787,0.5940452915383503,0.596981565002352,6,-0.19099872373175517,-0.3254261704681873,0.020878989839896427,1.0875450909968847,0.00956815066189899,0.1401995996586572,0.08538940971893548,0,
mandelbrot2,mandel2,numpy,50,0.36550342850387096,0.3627688928390853,0.36937928036786616,0.006610387528780848,0.35912024206481874,0.3777503620367497,0.36368329520337284,0.3682955619879067,0.3632895154878497,0.36779895330837453,6,-0.06704601492277222,-0.4005282112845138,0.018085705942183353,1.0518771090841723,0.012618942600383872,0.17172331659279705,0.05097112234539183,0,drift(rho=-0.40)
mlp,mlp,dace_cpu_autoopt,50,0.031165877473540604,0.025243588257580996,0.04051242541754618,0.015268837159965187,0.020542155019938946,0.048475048039108515,0.027618536027148366,0.036479706526733935,0.027894510538317263,0.03593173995614052,6,-0.17160003183906,0.07572629051620648,0.4899216193392346,2.359783965803827,0.28432283054146573,0.09218139984690615,0.8962652517287282,0,wide-IQR;wide-range;wide-CI
mlp,mlp,numpy,50,0.023657895042560995,0.021820530004333705,0.032833920675329864,0.01101339067099616,0.019233717117458582,0.11136396997608244,0.022392080165445805,0.02536203246563673,0.022668310557492077,0.025019803550094366,6,-0.08460282269133303,-0.007539015606242497,0.46552707462700565,5.790038883071467,0.12553747046590266,0.5594351506179777,3.8942709270152656,2,wide-IQR;wide-range;wide-CI;possible-multimodal;outliers=2
mlp,mlp,pluto,50,1.2925361033994704,1.2910198807367124,1.2945721747819334,0.0035522940452210605,1.2873003201093525,1.3313507430721074,1.2919626504881307,1.293685122509487,1.291644084500149,1.2936789151281118,6,0.08165905681175806,0.03145258103241297,0.002748313208333795,1.0342192278481008,0.0013326297167452342,0.2500559448872906,0.03408061318124803,6,possible-multimodal;outliers=6
nbody,nbody,numpy,50,0.29784385254606605,0.2924410651321523,0.3014655044535175,0.009024439321365207,0.28888501902110875,0.3422169480472803,0.294836386948009,0.29888764303177595,0.29253053409047425,0.30181476497091353,6,0.49940711186086867,-0.8483553421368547,0.030299229761572607,1.184612996571742,0.013601946285395811,0.5866053153989993,0.17906002950966723,1,possible-multimodal;outliers=1;autocorrelated(r1=+0.50);drift(rho=-0.85)
nbody,nbody,pluto,50,0.19375193992163986,0.19294799014460295,0.19435192894889042,0.0014039388042874634,0.1912501798942685,0.19543353491462767,0.19338767952285707,0.19406842614989728,0.19350354804191738,0.1939877406693995,6,0.14337166160335915,0.19635054021608644,0.0072460632128652025,1.0218737311654917,0.003513495799399611,0.1535103100492209,0.02159129359969792,0,
go_fast,npgofast,dace_cpu_autoopt,50,0.06266854132991284,0.06091657426441088,0.06513955758418888,0.004222983319777995,0.05770582100376487,0.06707150395959616,0.061315881088376045,0.06377159396652132,0.06202921795193106,0.06367046141531318,6,-0.26294635154915186,-0.16869147659063624,0.06738601585676748,1.1623004888054578,0.03918573539501104,0.06669936250571841,0.14944791688267486,0,
go_fast,npgofast,numpy,50,0.10861496650613844,0.1078047679620795,0.10905042348895222,0.0012456555268727243,0.10729449708014727,0.4803734580054879,0.10806123958900571,0.10879723308607936,0.10795578709803522,0.10884756606537849,6,-0.022952068905358614,0.09915966386554621,0.011468544040864987,4.477149071742763,0.00677617017938366,0.9856419380146834,3.4348761770713785,2,wide-range;possible-multimodal;outliers=2
go_fast,npgofast,pluto,50,0.07813095604069531,0.0758362936321646,0.08457714761607349,0.008740853983908892,0.07437661313451827,0.10688449395820498,0.07723882491700351,0.08132725290488452,0.0769391779700527,0.07976311084348708,6,0.0682690699290816,-0.037791116446578635,0.11187440198934887,1.4370712708427937,0.052327888906818255,0.252623291808923,0.41606915454553833,1,wide-IQR;wide-CI;possible-multimodal;outliers=1
resnet,resnet,dace_cpu_autoopt,50,4.491392461466603,4.411763032490853,4.635964126151521,0.22420109366066754,4.072941303951666,4.858580813976005,4.4251704851631075,4.585483485017903,4.424597143079154,4.596417746972293,6,0.11736784783485789,-0.1323889555822329,0.049917947626304235,1.1928924213226675,0.03569338489793154,0.18190389273383017,0.1749211445592085,0,
resnet,resnet,numpy,50,1.542567050550133,1.5020309799001552,1.615217350947205,0.11318637104704976,1.4356539228465408,1.8228501670528203,1.5044558285735548,1.6036963370861486,1.5020962059497833,1.6127289270516485,6,0.6442774737965584,-0.8941656662665066,0.07337533302470292,1.2697002655337484,0.06433464819386697,0.4925978950777565,0.25100772382516007,0,wide-CI;possible-multimodal;autocorrelated(r1=+0.64);drift(rho=-0.89)
resnet,resnet,pluto,50,4.524463434587233,4.5132558140321635,4.540590885735583,0.02733507170341909,4.469761025160551,4.611284506041557,4.516919955029152,4.52952094306238,4.516919955029152,4.526952681946568,6,-0.08110710202586051,0.18290516206482593,0.006041616226679235,1.0316624267123815,0.002785078985697939,0.11965526112039963,0.031279616451119964,1,outliers=1
softmax,softmax,dace_cpu_autoopt,50,0.1319558760151267,0.11947461572708562,0.14185803168220446,0.022383415955118835,0.10186530905775726,0.16408439609222114,0.12867109896615148,0.1379926474764943,0.12957537453621626,0.13682773988693953,6,-0.09152880113694986,-0.053061224489795916,0.16962803499976706,1.6107976072520027,0.07064140523211156,0.17656799182651411,0.4715143342864961,0,wide-IQR;wide-CI
softmax,softmax,numpy,50,0.8313465865794569,0.8299753030296415,0.8324435270624235,0.002468224032782018,0.8265792040619999,1.8313711078371853,0.8306813367293217,0.831926936050877,0.8306362895527855,0.8320159560535103,6,-0.04424877314815697,-0.39524609843937575,0.002968947094541435,2.21560268978146,0.0014982912562139623,0.49983829888097236,1.2086317788461276,3,wide-range;possible-multimodal;outliers=3;drift(rho=-0.40)
